deviceId,deviceName,startTime,endTime,taskType,durationSeconds,actualCleaningAreaSquareMeter,plannedCleaningAreaSquareMeter,waterConsumptionLiter,batteryConsumption,taskEndStatus
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-24T02:31:26.000Z,2025-10-24T03:11:10.000Z,3번노드: B1_EAST,2334,704.2475209882111,760.1000226527455,89.15264600000006,7,0
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-24T22:15:47.000Z,2025-10-25T00:16:32.000Z,2층전체청소하기: F2,6899,2192.672565346733,3773.160112448931,273.931685,34,0
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-24T22:17:52.000Z,2025-10-25T02:58:50.000Z,3층전체청소하기: F3,15975,3620.9976079141356,3843.012614530698,528.395618,80,0
GS100-0210-EBN-C000,고양스타필드 주차장 X SC75,2025-10-24T23:50:07.000Z,2025-10-25T09:00:04.000Z,5: B2,1428,307.80500917330386,3126.087593164668,35.240894000000026,8,2
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-25T00:52:26.000Z,2025-10-25T01:52:28.000Z,4번노드: F2,2985,779.3575232266636,826.2125246230514,136.959448,17,0
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-25T01:53:04.000Z,2025-10-25T03:13:15.000Z,3번노드: F2,4411,1173.1875349637123,1242.6025370324405,168.640022,24,0
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-25T03:04:04.000Z,2025-10-25T03:38:52.000Z,3번노드: B1_EAST,2028,658.8950196366013,759.1825226254018,87.00073499999996,5,0
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-25T03:33:14.000Z,2025-10-25T21:57:25.000Z,B1층식당가전체: B1_WEST,3881,1021.3400304383042,1382.267541194782,138.2400859999999,-74,1
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-25T21:59:53.000Z,2025-10-26T02:05:08.000Z,2층전체청소하기: F2,13113,3579.812606686727,3782.4151127247524,503.3796060000001,67,0
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-25T22:02:09.000Z,2025-10-26T02:30:05.000Z,3층전체청소하기: F3,15315,3657.245108994395,3855.6926149085916,518.349907,76,0
GS100-0210-EBN-C000,고양스타필드 주차장 X SC75,2025-10-25T23:50:08.000Z,2025-10-26T09:00:02.000Z,1: B2,6828,1452.2375432800504,3112.8550927703095,154.14548000000002,34,2
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-26T02:09:28.000Z,2025-10-26T04:19:20.000Z,B1층식당가전체: B1_WEST,4938,1320.7050393600764,1390.2025414312634,192.481915,14,0
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-26T02:34:01.000Z,2025-10-26T03:18:30.000Z,3번노드: B1_EAST,2560,711.1800211948158,759.9550226484241,102.17474900000002,8,0
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-26T21:56:33.000Z,2025-10-27T02:17:40.000Z,3층전체청소하기: F3,14959,3629.1601081573967,3839.3976144229628,506.489828,74,0
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-26T22:02:57.000Z,2025-10-26T22:05:38.000Z,2층전체청소하기: F2,47,10.215000304430726,3744.007611580119,1.431795,1,1
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-26T22:06:21.000Z,2025-10-26T22:16:03.000Z,2층전체청소하기: F2,59,12.24500036492944,3743.697611570881,1.5294349999999999,1,1
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-26T22:16:46.000Z,2025-10-26T22:26:34.000Z,2층전체청소하기: F2,90,19.57750058345497,3743.9201115775118,2.7733339999999993,1,1
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-26T22:27:43.000Z,2025-10-27T02:14:10.000Z,2층전체청소하기: F2,12971,3558.677606056855,3785.585112819225,484.069646,63,0
GS100-0210-EBN-C000,고양스타필드 주차장 X SC75,2025-10-26T23:50:08.000Z,2025-10-27T09:00:01.000Z,5: B2,13547,2938.3325875691326,3359.4726001200834,321.605001,64,2
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-27T03:07:13.000Z,2025-10-27T22:03:34.000Z,B1층식당가전체: B1_WEST,3094,996.3225296927246,1381.0425411582742,119.26445099999995,-68,1
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-27T21:57:55.000Z,2025-10-28T02:32:08.000Z,3층전체청소하기: F3,15438,3626.2151080696294,3841.165114475639,526.668347,75,0
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-27T22:04:46.000Z,2025-10-27T22:09:19.000Z,2층전체청소하기: F2,70,23.145000689774758,3743.8526115755,2.686077,1,1
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-27T22:10:07.000Z,2025-10-27T23:13:25.000Z,2층전체청소하기: F2,243,71.26250212378801,3744.7376116018745,8.26851,4,1
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-27T23:16:02.000Z,2025-10-28T03:06:18.000Z,2층전체청소하기: F2,13155,3560.997606125996,3791.7601130032544,491.13092400000005,66,0
GS100-0210-EBN-C000,고양스타필드 주차장 X SC75,2025-10-27T23:50:08.000Z,2025-10-28T09:00:04.000Z,11: B2,11836,2474.1000737339264,4407.782631362155,265.26407099999994,26,2
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-28T02:50:30.000Z,2025-10-28T21:54:31.000Z,B1층식당가전체: B1-WEST원래지도,3769,1068.9000318557028,1287.8450383807724,137.06885799999998,-76,1
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-28T21:55:47.000Z,2025-10-29T02:21:08.000Z,3층전체청소하기: F3,15210,3626.1426080674682,3841.5801144880065,511.81863,76,0
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-28T22:00:28.000Z,2025-10-28T22:08:29.000Z,2층전체청소하기: F2,137,30.057500895783313,3743.9351115779587,3.176361,1,1
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-28T22:09:03.000Z,2025-10-28T22:14:25.000Z,2층전체청소하기: F2,150,43.04500128284098,3744.3476115902517,5.1684719999999995,2,1
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-28T22:16:57.000Z,2025-10-28T22:30:25.000Z,2층전체청소하기: F2,133,36.435001085847624,3743.7176115714765,4.761503,2,1
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-28T22:40:23.000Z,2025-10-28T22:44:50.000Z,2층전체청소하기: F2,78,20.142500600293282,3743.7426115722214,2.638759,1,1
GS100-0210-EBN-C000,고양스타필드 주차장 X SC75,2025-10-28T23:50:08.000Z,2025-10-29T09:00:05.000Z,22: B2,16056,3435.4301023837943,4637.110138196648,329.326271,82,2
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-29T02:33:09.000Z,2025-10-29T21:38:53.000Z,B1층식당가전체: B1-WEST원래지도,1510,551.7150164423883,1280.2250381536783,67.37161700000001,-77,1
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-29T22:00:32.000Z,2025-10-30T03:02:07.000Z,2층전체청소하기: F2,12869,3585.230106848181,3790.9376129787424,493.48886,68,0
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-29T22:04:08.000Z,2025-10-30T02:30:57.000Z,3층전체청소하기: F3,15245,3630.950108210743,3838.287614389882,515.832411,76,0
GS100-0210-EBN-C000,고양스타필드 주차장 X SC75,2025-10-29T23:50:08.000Z,2025-10-30T04:53:53.000Z,33: B2,5644,1135.0075338258598,4694.825139916689,110.15994099999989,34,0
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-30T03:09:17.000Z,2025-10-30T03:37:17.000Z,3번노드: B1-EAST,1616,587.680017514229,629.9325187734515,69.86042300000003,9,0
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-30T03:18:30.000Z,2025-10-30T22:09:19.000Z,B1층식당가전체: B1_WEST,4078,1016.9475303073975,1381.017541157529,145.44969600000002,-62,1
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-30T22:07:38.000Z,2025-10-31T01:55:00.000Z,2층전체청소하기: F2,12898,3558.93010606438,3796.2876131381845,486.279079,63,0
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-30T22:10:43.000Z,2025-10-31T02:21:36.000Z,3층전체청소하기: F3,14418,3619.817607878969,3836.3251143313955,498.732511,72,0
GS100-0210-EBN-C000,고양스타필드 주차장 X SC75,2025-10-30T23:50:00.000Z,2025-10-31T09:00:37.000Z,11: B2,15603,3211.165095700176,4508.437634361908,341.45760100000007,56,2
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-31T01:59:06.000Z,2025-10-31T03:31:26.000Z,B1층식당가전체: B1_WEST,4680,1326.3925395295773,1395.0825415766988,185.34553900000003,25,0
GS100-0210-F3P-H000,고양스타필드 1호기 X SC75,2025-10-31T02:28:02.000Z,2025-10-31T03:10:31.000Z,3번노드: B1_EAST,2391,710.1525211641939,758.9300226178767,99.61994600000003,9,0
GS100-0210-J3P-5200,고양스타필드 2호기 X SC75,2025-10-31T03:55:30.000Z,2025-10-31T21:58:26.000Z,B1층식당가전체: B1_WEST,16,4.055000120848418,1372.6750409089032,1.777142,-84,1
